locality,property_type,bhk,bathrooms,area_sqft,age_years,floor_number,furnishing,has_parking,price,locality_enc,prop_type_enc
Heerapura,Plot,2,2,1433,6,0,0,1,5193000,16,1
Heerapura,Plot,4,3,2979,6,0,2,1,11853000,16,1
Heerapura,Plot,3,3,2024,1,0,1,1,7174000,16,1
Heerapura,Plot,3,2,1639,2,0,1,1,6295000,16,1
Heerapura,Plot,2,1,1468,5,0,1,1,5919000,16,1
JLN Marg,Apartment,3,3,1428,10,10,1,1,24318000,17,0
JLN Marg,Apartment,2,2,853,6,14,1,0,17508000,17,0
JLN Marg,Apartment,3,3,1325,20,2,2,1,21593000,17,0
JLN Marg,Apartment,1,1,474,5,13,0,1,9124000,17,0
JLN Marg,Apartment,3,3,1073,3,6,1,1,19952000,17,0
JLN Marg,Apartment,3,3,1587,4,12,2,1,30840000,17,0
JLN Marg,Apartment,5,4,2304,5,12,2,0,39935000,17,0
JLN Marg,Apartment,2,1,700,2,4,1,1,13177000,17,0
JLN Marg,Apartment,5,4,2358,6,0,1,1,46720000,17,0
JLN Marg,Apartment,3,3,1384,10,2,2,1,24244000,17,0
JLN Marg,Apartment,3,2,1114,8,7,0,0,19036000,17,0
JLN Marg,Apartment,5,5,3140,6,5,1,1,59885000,17,0
JLN Marg,Plot,2,2,1194,6,0,0,1,27019000,17,1
JLN Marg,Plot,5,5,3682,5,0,2,1,79626000,17,1
JLN Marg,Plot,4,4,2381,6,0,1,1,59205000,17,1
JLN Marg,Plot,3,3,2122,5,0,1,1,48982000,17,1
JLN Marg,Plot,3,2,2148,20,0,1,1,48586000,17,1
JLN Marg,Plot,4,4,1962,2,0,0,1,47145000,17,1
JLN Marg,Plot,1,1,836,10,0,2,1,17610000,17,1
JLN Marg,Plot,1,1,688,15,0,0,1,14146000,17,1
JLN Marg,Plot,4,4,2482,12,0,1,1,50896000,17,1
JLN Marg,Plot,4,4,3487,8,0,1,1,70702000,17,1
JLN Marg,Plot,1,1,518,2,0,2,1,12445000,17,1
JLN Marg,Plot,4,4,3372,1,0,2,1,77160000,17,1
Jagatpura,Apartment,3,2,1076,12,2,1,1,5052000,18,0
Jagatpura,Apartment,3,3,1363,1,10,1,0,6943000,18,0
Jagatpura,Apartment,4,4,2084,7,12,2,0,10167000,18,0
Jagatpura,Apartment,3,2,1329,8,11,0,1,6434000,18,0
Jagatpura,Apartment,3,3,1457,12,2,2,1,7500000,18,0
Jagatpura,Apartment,2,1,702,10,0,1,0,3286000,18,0
Jagatpura,Apartment,3,2,1002,4,8,0,0,4150000,18,0
Jagatpura,Apartment,3,3,1405,6,3,1,1,7058000,18,0
Jagatpura,Apartment,3,2,1002,10,5,1,1,5121000,18,0
Jagatpura,Apartment,3,3,1239,2,1,1,0,6306000,18,0
Jagatpura,Apartment,3,3,1390,1,9,2,1,7811000,18,0
Jagatpura,Apartment,3,2,1339,3,8,0,1,6821000,18,0
Jagatpura,Plot,4,4,3442,3,0,2,1,28348000,18,1
Jagatpura,Plot,5,5,3906,12,0,1,1,29952000,18,1
Jagatpura,Plot,3,2,1600,7,0,1,1,12063000,18,1
Jagatpura,Plot,2,2,1034,7,0,2,1,8658000,18,1
Jagatpura,Plot,2,1,1251,8,0,0,1,10771000,18,1
Jagatpura,Plot,5,5,3712,4,0,2,1,28619000,18,1
Jagatpura,Plot,4,4,3178,5,0,0,1,24247000,18,1
Jagatpura,Plot,3,2,1299,12,0,0,1,10107000,18,1
Jagatpura,Plot,4,3,2751,7,0,2,1,19975000,18,1
Jagatpura,Plot,2,2,1062,2,0,1,1,8931000,18,1
Jagatpura,Plot,3,2,1348,7,0,1,1,10484000,18,1
Jagatpura,Plot,3,2,1512,10,0,2,1,12385000,18,1
Jaisinghpura,Plot,2,2,852,7,0,0,1,4303000,19,1
Jaisinghpura,Plot,3,3,1310,3,0,2,1,6768000,19,1
Jaisinghpura,Plot,1,1,670,12,0,0,1,3219000,19,1
Jaisinghpura,Plot,4,3,2264,5,0,2,1,12371000,19,1
Jaisinghpura,Plot,3,3,1881,8,0,2,1,9660000,19,1
Jaisinghpura,Plot,3,3,1864,8,0,1,1,8871000,19,1
Jaisinghpura,Plot,3,3,1211,1,0,0,1,6527000,19,1
Jaisinghpura,Plot,3,2,1359,12,0,2,1,7193000,19,1
Jaisinghpura,Plot,2,1,844,4,0,1,1,4594000,19,1
Jaisinghpura,Plot,3,3,1404,8,0,1,1,7263000,19,1
Jaisinghpura,Plot,3,3,1303,15,0,2,1,7224000,19,1
Jaisinghpura,Plot,3,3,1477,4,0,0,1,7968000,19,1
Jaisinghpura,Apartment,3,2,1390,7,9,1,0,5483000,19,0
Jaisinghpura,Apartment,4,4,1811,7,0,1,1,7047000,19,0
Jaisinghpura,Apartment,2,2,837,5,14,1,1,3516000,19,0
Jaisinghpura,Apartment,2,2,1083,3,1,0,0,4581000,19,0
Jaisinghpura,Apartment,3,3,1402,7,13,2,1,5445000,19,0
Jaisinghpura,Apartment,1,1,355,5,11,2,1,2075000,19,0
Jaisinghpura,Apartment,2,2,980,10,10,1,1,4077000,19,0
Jaisinghpura,Apartment,3,3,1039,5,11,0,0,3845000,19,0
Jaisinghpura,Apartment,3,3,1260,2,1,2,1,5558000,19,0
Jaisinghpura,Apartment,4,4,1540,12,13,1,0,5982000,19,0
Jaisinghpura,Apartment,3,2,988,10,3,1,1,3925000,19,0
Jaisinghpura,Apartment,1,1,450,4,11,0,0,1747000,19,0
Jhotwara,Apartment,2,2,901,2,6,1,0,3777000,20,0
Jhotwara,Apartment,3,2,1122,1,8,0,0,4592000,20,0
Jhotwara,Apartment,5,5,2128,1,12,1,0,8881000,20,0
Jhotwara,Apartment,2,1,666,10,3,1,0,2630000,20,0
Jhotwara,Apartment,3,2,1063,12,9,2,1,4364000,20,0
Jhotwara,Apartment,1,1,542,2,1,1,0,2352000,20,0
Jhotwara,Apartment,3,3,1205,4,2,1,1,5080000,20,0
Jhotwara,Apartment,3,2,1276,10,4,1,1,5260000,20,0
Jhotwara,Apartment,3,3,1348,6,12,1,0,5786000,20,0
Jhotwara,Apartment,2,1,973,3,2,1,0,3968000,20,0
Jhotwara,Apartment,4,4,1439,1,3,1,1,5877000,20,0
Jhotwara,Apartment,4,3,1870,1,3,1,0,7867000,20,0
Jhotwara,Plot,2,2,1480,1,0,1,1,11158000,20,1
Jhotwara,Plot,2,1,1414,3,0,1,1,9554000,20,1
Jhotwara,Plot,4,4,2141,8,0,2,1,15495000,20,1
Jhotwara,Plot,3,3,2108,4,0,1,1,15581000,20,1
Jhotwara,Plot,4,4,2935,10,0,0,1,18339000,20,1
Jhotwara,Plot,4,3,2109,6,0,1,1,14217000,20,1
Jhotwara,Plot,3,2,2137,8,0,0,1,13218000,20,1
Jhotwara,Plot,3,3,1925,3,0,1,1,13515000,20,1
Jhotwara,Plot,3,2,1834,8,0,0,1,11922000,20,1
Jhotwara,Plot,5,5,3694,10,0,1,1,25566000,20,1
Jhotwara,Plot,2,1,997,15,0,1,1,6746000,20,1
Jhotwara,Plot,1,1,668,2,0,1,1,5123000,20,1
Kalwar Road,Apartment,3,2,1194,12,14,2,1,5524000,21,0
Kalwar Road,Apartment,2,1,920,5,15,1,1,3633000,21,0
Kalwar Road,Apartment,1,1,427,8,13,2,0,2094000,21,0
Kalwar Road,Apartment,3,3,1117,1,0,1,1,5236000,21,0
Kalwar Road,Apartment,2,1,889,10,2,2,1,3932000,21,0
Kalwar Road,Apartment,3,2,1377,3,7,2,0,5931000,21,0
Kalwar Road,Apartment,1,1,555,7,2,2,0,2379000,21,0
Kalwar Road,Apartment,2,2,762,1,4,1,0,3274000,21,0
Kalwar Road,Apartment,3,3,1046,4,11,1,1,4328000,21,0
Kalwar Road,Apartment,3,2,968,7,10,0,0,3910000,21,0
Kalwar Road,Apartment,5,4,3164,10,6,1,1,13254000,21,0
Kalwar Road,Apartment,2,2,678,3,14,1,0,2847000,21,0
Kalwar Road,Plot,1,1,656,20,0,0,1,2405000,21,1
Kalwar Road,Plot,4,3,3297,6,0,0,1,11451000,21,1
Kalwar Road,Plot,3,3,1586,2,0,1,1,6345000,21,1
Kalwar Road,Plot,3,2,1353,6,0,0,1,5541000,21,1
Kalwar Road,Plot,4,4,1819,3,0,0,1,6468000,21,1
Kalwar Road,Plot,3,2,1508,1,0,2,1,6063000,21,1
Kalwar Road,Plot,3,2,1272,8,0,1,1,4518000,21,1
Kalwar Road,Plot,1,1,564,1,0,1,1,2430000,21,1
Kalwar Road,Plot,5,5,3461,15,0,0,1,13248000,21,1
Kalwar Road,Plot,3,2,1483,7,0,1,1,5851000,21,1
Kalwar Road,Plot,2,1,963,15,0,0,1,3472000,21,1
Kalwar Road,Plot,3,2,1375,7,0,1,1,5377000,21,1
Kanakpura,Apartment,3,2,1368,12,4,2,1,5319000,22,0
Kanakpura,Apartment,3,3,1197,3,10,1,1,4550000,22,0
Kanakpura,Apartment,3,2,988,2,6,0,1,3950000,22,0
Kanakpura,Apartment,1,1,648,3,7,1,1,2797000,22,0
Kanakpura,Apartment,2,2,810,7,1,1,0,3089000,22,0
Kanakpura,Apartment,3,2,1268,6,13,1,1,5406000,22,0
Kanakpura,Apartment,2,1,740,5,2,2,0,3229000,22,0
Kanakpura,Apartment,3,2,1498,7,7,2,1,5999000,22,0
Kanakpura,Apartment,4,4,1522,8,9,1,1,6084000,22,0
Kanakpura,Apartment,3,3,1012,3,10,1,0,3940000,22,0
Kanakpura,Apartment,3,2,1084,1,5,0,1,4561000,22,0
Kanakpura,Apartment,1,1,470,3,5,0,0,1699000,22,0
Kanakpura,Plot,4,3,2659,7,0,2,1,8843000,22,1
Kanakpura,Plot,4,4,2952,3,0,0,1,10135000,22,1
Kanakpura,Plot,3,3,1864,4,0,1,1,6286000,22,1
Kanakpura,Plot,2,2,1366,15,0,1,1,4561000,22,1
Kanakpura,Plot,3,2,1513,15,0,2,1,5114000,22,1
Kanakpura,Plot,3,2,1460,7,0,2,1,5410000,22,1
Kanakpura,Plot,3,2,1613,4,0,1,1,4868000,22,1
Kanakpura,Plot,3,2,1571,3,0,0,1,4896000,22,1
Kanakpura,Plot,4,4,2396,8,0,1,1,7983000,22,1
Kanakpura,Plot,3,3,1837,2,0,2,1,5906000,22,1
Kanakpura,Plot,2,2,914,3,0,1,1,3128000,22,1
Kanakpura,Plot,2,2,926,3,0,0,1,3042000,22,1
Kardani Ka Barh,Apartment,3,2,1312,6,14,2,0,7159000,23,0
Kardani Ka Barh,Apartment,4,4,1753,4,5,1,0,10319000,23,0
Kardani Ka Barh,Apartment,5,5,2559,6,15,2,0,14153000,23,0
Kardani Ka Barh,Apartment,2,1,931,12,6,2,0,5228000,23,0
Kardani Ka Barh,Apartment,4,3,1973,10,8,1,0,10168000,23,0
Kardani Ka Barh,Apartment,3,2,1093,1,11,1,1,6397000,23,0
Kardani Ka Barh,Apartment,3,2,1547,10,2,0,1,8366000,23,0
Kardani Ka Barh,Apartment,4,3,1828,5,10,0,1,11367000,23,0
Kardani Ka Barh,Apartment,4,4,1834,3,1,0,1,10224000,23,0
Kardani Ka Barh,Apartment,5,4,2731,6,0,0,1,12307000,23,0
Kardani Ka Barh,Apartment,4,3,1734,3,12,1,0,9177000,23,0
Kardani Ka Barh,Apartment,3,2,1008,8,3,1,1,5189000,23,0
Kardani Ka Barh,Plot,3,3,1818,15,0,1,1,8091000,23,1
Kardani Ka Barh,Plot,1,1,623,1,0,0,1,3270000,23,1
Kardani Ka Barh,Plot,1,1,635,4,0,1,1,3289000,23,1
Kardani Ka Barh,Plot,3,3,1920,1,0,0,1,9063000,23,1
Kardani Ka Barh,Plot,4,4,2382,7,0,1,1,11041000,23,1
Kardani Ka Barh,Plot,4,4,2698,4,0,2,1,12726000,23,1
Kardani Ka Barh,Plot,3,2,1669,8,0,1,1,7328000,23,1
Kardani Ka Barh,Plot,2,2,858,2,0,1,1,4377000,23,1
Kardani Ka Barh,Plot,3,3,1915,8,0,1,1,8864000,23,1
Kardani Ka Barh,Plot,3,2,2057,5,0,2,1,9499000,23,1
Kardani Ka Barh,Plot,2,2,1304,3,0,2,1,6462000,23,1
Kardani Ka Barh,Plot,4,3,3201,3,0,1,1,13542000,23,1
Karola,Plot,2,1,1236,10,0,2,1,4392000,24,1
Karola,Plot,2,2,1191,1,0,0,1,3949000,24,1
Karola,Plot,3,3,1807,3,0,1,1,5924000,24,1
Karola,Plot,3,2,1565,12,0,1,1,5070000,24,1
Karola,Plot,3,2,1276,10,0,2,1,4487000,24,1
Karola,Plot,5,4,4874,20,0,1,1,14959000,24,1
Karola,Plot,4,3,2372,12,0,2,1,6961000,24,1
Karola,Plot,2,1,1258,4,0,2,1,4512000,24,1
Karola,Plot,1,1,803,3,0,0,1,2683000,24,1
Karola,Plot,4,3,2006,5,0,0,1,6607000,24,1
Karola,Plot,3,3,2052,4,0,1,1,7090000,24,1
Karola,Plot,3,2,1475,6,0,2,1,4909000,24,1
Karola,Apartment,4,3,2094,6,14,0,0,5629000,24,0
Karola,Apartment,3,3,1237,5,1,1,1,3618000,24,0
Karola,Apartment,2,1,724,2,4,0,0,2009000,24,0
Karola,Apartment,4,3,1592,2,11,0,1,4425000,24,0
Karola,Apartment,3,2,1379,2,3,1,0,3691000,24,0
Karola,Apartment,3,3,1481,20,2,1,1,3534000,24,0
Karola,Apartment,4,4,2141,7,5,1,1,5673000,24,0
Karola,Apartment,1,1,645,3,0,1,1,1945000,24,0
Karola,Apartment,4,4,2146,2,12,2,1,6564000,24,0
Karola,Apartment,4,3,1472,20,3,0,0,3283000,24,0
Karola,Apartment,3,3,1213,15,4,0,1,3099000,24,0
Karola,Apartment,5,5,2493,4,1,1,1,6784000,24,0
Lalarpura,Plot,3,3,1249,3,0,0,1,10232000,25,1
Lalarpura,Plot,5,5,4840,20,0,1,1,30749000,25,1
Lalarpura,Plot,2,2,909,7,0,0,1,6858000,25,1
Lalarpura,Plot,3,3,1836,3,0,2,1,14115000,25,1
Lalarpura,Plot,4,4,3046,8,0,0,1,20742000,25,1
Lalarpura,Plot,3,3,1295,2,0,1,1,10133000,25,1
Lalarpura,Plot,3,3,1437,3,0,0,1,10613000,25,1
Lalarpura,Plot,3,2,2190,4,0,1,1,16892000,25,1
Lalarpura,Plot,3,3,1976,2,0,1,1,16234000,25,1
Lalarpura,Plot,4,3,3094,1,0,0,1,24582000,25,1
Lalarpura,Plot,5,5,2839,4,0,0,1,23897000,25,1
Lalarpura,Plot,3,2,1237,10,0,1,1,9359000,25,1
Lalarpura,Apartment,4,4,1838,7,10,2,1,8151000,25,0
Lalarpura,Apartment,3,2,1219,7,3,2,1,5142000,25,0
Lalarpura,Apartment,4,4,1586,2,5,2,0,7043000,25,0
Lalarpura,Apartment,3,3,1355,6,5,2,1,6454000,25,0
Lalarpura,Apartment,2,2,855,3,9,1,0,3944000,25,0
Lalarpura,Apartment,4,3,2101,20,14,0,1,8237000,25,0
Lalarpura,Apartment,4,4,1886,6,3,0,0,7747000,25,0
Lalarpura,Apartment,4,4,1880,6,12,0,1,8323000,25,0
Lalarpura,Apartment,4,3,1508,15,7,0,1,5969000,25,0
Lalarpura,Apartment,3,2,1422,8,6,1,1,6345000,25,0
Lalarpura,Apartment,3,2,962,8,12,1,1,4456000,25,0
Lalarpura,Apartment,1,1,465,7,3,1,0,2098000,25,0
Mahapura,Apartment,1,1,529,3,8,1,1,2633000,26,0
Mahapura,Apartment,1,1,586,1,8,0,0,2721000,26,0
Mahapura,Apartment,3,2,1056,10,13,0,0,4523000,26,0
Mahapura,Apartment,3,2,1373,15,5,1,1,6466000,26,0
Mahapura,Apartment,4,3,1898,5,8,0,0,8297000,26,0
Mahapura,Apartment,2,1,753,15,11,1,1,3410000,26,0
Mahapura,Apartment,2,2,677,10,6,1,1,3481000,26,0
Mahapura,Apartment,3,2,1218,1,15,1,1,6143000,26,0
Mahapura,Apartment,3,2,1032,3,2,0,1,4897000,26,0
Mahapura,Apartment,5,4,2471,4,3,0,0,11343000,26,0
Mahapura,Apartment,2,1,833,6,7,1,0,4039000,26,0
Mahapura,Apartment,2,2,860,12,4,0,0,3846000,26,0
Mahapura,Plot,4,4,2986,2,0,1,1,15279000,26,1
Mahapura,Plot,3,2,1339,12,0,1,1,6759000,26,1
Mahapura,Plot,2,2,1045,2,0,0,1,5474000,26,1
Mahapura,Plot,4,4,3292,8,0,1,1,16170000,26,1
Mahapura,Plot,3,2,1449,2,0,1,1,7664000,26,1
Mahapura,Plot,3,2,1502,1,0,1,1,7661000,26,1
Mahapura,Plot,4,4,2525,5,0,1,1,11424000,26,1
Mahapura,Plot,1,1,702,10,0,0,1,3324000,26,1
Mahapura,Plot,1,1,536,1,0,2,1,3234000,26,1
Mahapura,Plot,4,4,2159,1,0,1,1,10683000,26,1
Mahapura,Plot,2,2,1401,10,0,1,1,6929000,26,1
Mahapura,Plot,3,2,1446,1,0,0,1,7330000,26,1
Mahindra SEZ,Apartment,3,3,1501,20,0,0,0,5808000,27,0
Mahindra SEZ,Apartment,4,3,2077,12,15,1,0,8597000,27,0
Mahindra SEZ,Apartment,2,1,739,2,5,1,1,3490000,27,0
Mahindra SEZ,Apartment,3,2,1394,6,12,1,0,6237000,27,0
Mahindra SEZ,Apartment,2,1,812,1,4,2,0,3802000,27,0
Mahindra SEZ,Apartment,3,3,1481,3,10,1,1,6750000,27,0
Mahindra SEZ,Apartment,3,2,1475,10,6,1,0,6447000,27,0
Mahindra SEZ,Apartment,3,3,1286,7,3,1,1,5699000,27,0
Mahindra SEZ,Apartment,4,3,1716,4,6,0,0,6953000,27,0
Mahindra SEZ,Apartment,3,3,1347,3,14,1,1,5747000,27,0
Mahindra SEZ,Apartment,2,2,869,12,3,1,1,3854000,27,0
Mahindra SEZ,Apartment,2,2,929,20,14,2,0,4262000,27,0
Mahindra SEZ,Plot,4,3,3327,5,0,1,1,12023000,27,1
Mahindra SEZ,Plot,4,3,2457,1,0,2,1,10701000,27,1
Mahindra SEZ,Plot,4,4,1970,12,0,1,1,8010000,27,1
Mahindra SEZ,Plot,3,3,1203,8,0,1,1,4853000,27,1
Mahindra SEZ,Plot,4,4,3247,6,0,0,1,11195000,27,1
Mahindra SEZ,Plot,1,1,822,10,0,1,1,3505000,27,1
Mahindra SEZ,Plot,5,5,4275,3,0,0,1,17117000,27,1
Mahindra SEZ,Plot,5,4,4997,10,0,0,1,19136000,27,1
Mahindra SEZ,Plot,4,3,3216,6,0,1,1,11299000,27,1
Mahindra SEZ,Plot,2,2,882,12,0,1,1,3490000,27,1
Mahindra SEZ,Plot,3,3,1229,8,0,0,1,5079000,27,1
Mahindra SEZ,Plot,4,3,2816,7,0,1,1,10587000,27,1
Malviya Nagar,Plot,1,1,833,2,0,1,1,10964000,28,1
Malviya Nagar,Plot,4,3,2643,1,0,2,1,34115000,28,1
Malviya Nagar,Plot,1,1,740,1,0,2,1,10140000,28,1
Malviya Nagar,Plot,4,4,2230,3,0,1,1,29244000,28,1
Malviya Nagar,Plot,3,2,2198,1,0,0,1,27320000,28,1
Malviya Nagar,Plot,4,4,2374,1,0,1,1,32691000,28,1
Malviya Nagar,Plot,2,1,862,3,0,0,1,10524000,28,1
Malviya Nagar,Plot,2,1,870,1,0,1,1,12165000,28,1
Malviya Nagar,Plot,3,2,2110,4,0,1,1,26679000,28,1
Malviya Nagar,Plot,2,2,1110,2,0,0,1,14122000,28,1
Malviya Nagar,Plot,3,2,2097,4,0,1,1,27822000,28,1
Malviya Nagar,Plot,3,2,1233,2,0,1,1,17322000,28,1
Malviya Nagar,Apartment,3,3,1316,3,6,0,1,13546000,28,0
Malviya Nagar,Apartment,2,2,937,10,1,0,0,8967000,28,0
Malviya Nagar,Apartment,3,3,1227,7,12,2,0,12557000,28,0
Malviya Nagar,Apartment,2,1,808,7,8,1,0,6910000,28,0
Malviya Nagar,Apartment,5,5,2287,6,3,1,1,22417000,28,0
Malviya Nagar,Apartment,3,2,1372,15,10,0,0,14074000,28,0
Malviya Nagar,Apartment,2,1,976,1,1,0,0,9020000,28,0
Malviya Nagar,Apartment,3,3,1130,8,1,1,1,11098000,28,0
Malviya Nagar,Apartment,1,1,645,1,10,2,1,7434000,28,0
Malviya Nagar,Apartment,3,3,1265,1,3,0,0,13636000,28,0
Malviya Nagar,Apartment,2,2,1093,15,0,1,0,9965000,28,0
Malviya Nagar,Apartment,4,3,1762,1,15,1,1,17675000,28,0
Mansarovar,Apartment,4,3,1823,2,9,0,1,9396000,29,0
Mansarovar,Apartment,3,3,1357,5,1,1,1,8003000,29,0
Mansarovar,Apartment,1,1,361,6,3,1,1,2051000,29,0
Mansarovar,Apartment,4,4,1731,2,5,1,1,10095000,29,0
Mansarovar,Apartment,3,3,1305,6,15,1,1,7254000,29,0
Mansarovar,Apartment,1,1,472,1,4,1,1,2878000,29,0
Mansarovar,Apartment,3,2,1345,3,12,2,0,7632000,29,0
Mansarovar,Apartment,4,4,1709,15,1,1,0,8323000,29,0
Mansarovar,Apartment,3,2,1155,1,0,0,0,5562000,29,0
Mansarovar,Apartment,2,1,937,12,10,2,0,5163000,29,0
Mansarovar,Apartment,3,3,1460,6,5,1,0,7583000,29,0
Mansarovar,Apartment,3,2,1557,2,14,2,0,8329000,29,0
Mansarovar,Plot,2,1,1327,20,0,1,1,9224000,29,1
Mansarovar,Plot,2,1,1125,6,0,1,1,7520000,29,1
Mansarovar,Plot,3,3,1874,7,0,0,1,14074000,29,1
Mansarovar,Plot,4,3,2925,1,0,2,1,22457000,29,1
Mansarovar,Plot,1,1,585,3,0,1,1,4459000,29,1
Mansarovar,Plot,2,2,1426,5,0,1,1,10684000,29,1
Mansarovar,Plot,4,4,2239,1,0,0,1,15649000,29,1
Mansarovar,Plot,1,1,541,10,0,0,1,3950000,29,1
Mansarovar,Plot,2,2,1168,6,0,2,1,8403000,29,1
Mansarovar,Plot,4,3,2062,7,0,1,1,14993000,29,1
Mansarovar,Plot,3,2,2069,6,0,1,1,16252000,29,1
Mansarovar,Plot,4,3,3092,8,0,1,1,22328000,29,1
Mansarovar Ext.,Plot,5,5,3059,4,0,2,1,21296000,30,1
Mansarovar Ext.,Plot,3,2,1628,2,0,1,1,11166000,30,1
Mansarovar Ext.,Plot,3,3,2120,1,0,1,1,14834000,30,1
Mansarovar Ext.,Plot,2,2,1299,4,0,0,1,9420000,30,1
Mansarovar Ext.,Plot,5,5,3306,7,0,1,1,22532000,30,1
Mansarovar Ext.,Plot,3,2,1718,7,0,2,1,11352000,30,1
Mansarovar Ext.,Plot,2,2,1240,6,0,1,1,8951000,30,1
Mansarovar Ext.,Plot,2,1,987,2,0,1,1,7682000,30,1
Mansarovar Ext.,Plot,3,2,1459,6,0,1,1,10234000,30,1
Mansarovar Ext.,Plot,3,3,2010,6,0,2,1,14081000,30,1
Mansarovar Ext.,Plot,2,1,1212,2,0,0,1,9450000,30,1
Mansarovar Ext.,Plot,3,3,2141,8,0,1,1,14245000,30,1
Mansarovar Ext.,Apartment,2,2,927,5,11,2,1,4877000,30,0
Mansarovar Ext.,Apartment,3,3,1332,12,6,1,1,6349000,30,0
Mansarovar Ext.,Apartment,3,3,1547,5,1,1,0,7451000,30,0
Mansarovar Ext.,Apartment,4,4,2029,6,6,2,0,11196000,30,0
Mansarovar Ext.,Apartment,4,3,1560,6,4,1,1,7526000,30,0
Mansarovar Ext.,Apartment,3,3,1371,2,0,2,0,6811000,30,0
Mansarovar Ext.,Apartment,3,3,1145,4,12,0,1,5749000,30,0
Mansarovar Ext.,Apartment,3,3,1034,4,15,2,0,5751000,30,0
Mansarovar Ext.,Apartment,3,3,1128,7,8,0,1,5716000,30,0
Mansarovar Ext.,Apartment,2,1,1092,3,6,1,0,5691000,30,0
Mansarovar Ext.,Apartment,1,1,615,2,14,1,1,3403000,30,0
Mansarovar Ext.,Apartment,2,1,824,5,4,0,1,4209000,30,0
Manyawas,Plot,3,2,1394,12,0,1,1,18084000,31,1
Manyawas,Plot,4,3,1912,7,0,0,1,24768000,31,1
Manyawas,Plot,3,3,1911,3,0,0,1,25372000,31,1
Manyawas,Plot,2,1,970,7,0,1,1,13194000,31,1
Manyawas,Plot,2,1,940,1,0,0,1,11508000,31,1
Manyawas,Plot,3,3,1431,7,0,1,1,19879000,31,1
Manyawas,Plot,2,2,1122,20,0,1,1,13236000,31,1
Manyawas,Plot,2,2,1336,1,0,1,1,16048000,31,1
Manyawas,Plot,3,2,2012,5,0,2,1,28517000,31,1
Manyawas,Plot,3,3,1346,20,0,0,1,15573000,31,1
Manyawas,Plot,5,4,4251,5,0,1,1,52356000,31,1
Manyawas,Plot,4,4,2498,4,0,1,1,33653000,31,1
Manyawas,Apartment,4,4,1576,15,2,0,0,12119000,31,0
Manyawas,Apartment,3,2,1259,1,11,1,1,13156000,31,0
Manyawas,Apartment,2,1,885,8,5,2,1,9322000,31,0
Manyawas,Apartment,3,2,1301,4,10,1,0,11765000,31,0
Manyawas,Apartment,3,2,1564,6,12,0,1,14398000,31,0
Manyawas,Apartment,3,2,1381,6,5,1,0,13542000,31,0
Manyawas,Apartment,3,2,1482,8,15,0,0,14350000,31,0
Manyawas,Apartment,1,1,377,5,8,1,0,3677000,31,0
Manyawas,Apartment,4,3,1949,1,10,1,1,19026000,31,0
Manyawas,Apartment,2,1,795,8,3,1,0,6903000,31,0
Manyawas,Apartment,4,3,1552,1,11,0,1,15891000,31,0
Manyawas,Apartment,4,3,1424,8,2,0,1,12108000,31,0
Mata Colony,Plot,2,1,1238,4,0,1,1,25176000,32,1
Mata Colony,Plot,3,3,1247,2,0,1,1,30169000,32,1
Mata Colony,Plot,3,2,1955,6,0,0,1,45239000,32,1
Mata Colony,Plot,4,3,3211,3,0,1,1,74506000,32,1
Mata Colony,Plot,4,3,2046,7,0,2,1,45724000,32,1
Mata Colony,Plot,5,4,3918,2,0,1,1,86891000,32,1
Mata Colony,Plot,2,1,1320,2,0,0,1,32004000,32,1
Mata Colony,Plot,2,2,872,8,0,1,1,19084000,32,1
Mata Colony,Plot,5,4,4438,20,0,1,1,85069000,32,1
Mata Colony,Plot,4,4,2534,7,0,2,1,51374000,32,1
Mata Colony,Plot,1,1,629,20,0,1,1,13382000,32,1
Mata Colony,Plot,2,1,1393,2,0,1,1,28597000,32,1
Mata Colony,Apartment,2,2,964,1,13,0,1,16921000,32,0
Mata Colony,Apartment,4,3,1946,10,0,1,1,31647000,32,0
Mata Colony,Apartment,1,1,493,5,7,2,1,8743000,32,0
Mata Colony,Apartment,3,2,1122,12,10,2,1,20915000,32,0
Mata Colony,Apartment,4,4,1614,12,13,1,0,26873000,32,0
Mata Colony,Apartment,2,2,933,10,5,0,0,16890000,32,0
Mata Colony,Apartment,2,2,703,7,13,2,0,12891000,32,0
Mata Colony,Apartment,4,4,2020,8,14,0,1,32982000,32,0
Mata Colony,Apartment,3,2,1336,2,7,2,0,23238000,32,0
Mata Colony,Apartment,2,2,772,10,4,1,0,12491000,32,0
Mata Colony,Apartment,3,2,1332,5,15,2,1,22766000,32,0
Mata Colony,Apartment,4,4,1846,8,12,1,0,31133000,32,0
Mohanpura,Apartment,3,2,999,3,1,0,1,4881000,33,0
Mohanpura,Apartment,2,2,1036,7,12,0,1,5121000,33,0
Mohanpura,Apartment,3,3,1205,1,0,0,1,5516000,33,0
Mohanpura,Apartment,2,1,731,5,12,0,1,3195000,33,0
Mohanpura,Apartment,3,3,963,20,5,1,0,4130000,33,0
Mohanpura,Apartment,3,3,1394,10,2,2,1,6888000,33,0
Mohanpura,Apartment,3,2,1222,3,6,2,0,6239000,33,0
Mohanpura,Apartment,5,4,2324,3,15,1,0,10076000,33,0
Mohanpura,Apartment,2,2,846,12,1,0,1,3838000,33,0
Mohanpura,Apartment,2,1,1071,8,0,1,0,4833000,33,0
